gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
-1.0095586736769342,-0.4399164931309761,1.0345302279174904,-0.6540119291623985,-1.2774445836787658,-3.0540103916229175,0.0627227503072475,-1.183233637371519,-0.9188377542300903,1.2425498264545811,-1.027910135973769,-0.9252621220729103,-1.1134954084787798,-1.1214051291685294,-0.8282068960390322,0.8297975015331797,0.3985577240965913,-1.160322916034919,-0.3986075939976442,-0.6010234796064695
0.990531829475428,-0.4399164931309761,-0.9666223112813244,-0.6540119291623985,0.06632741908223592,0.3274383095561751,-0.9915883008000169,-1.183233637371519,1.4073212332043186,-1.0299192537115094,1.2451106136850236,-0.9252621220729103,-1.1134954084787798,-1.1214051291685294,0.3712710329765762,-1.2051132934870796,1.334862610958597,-0.25962894194488056,-0.94876238155174,-0.6010234796064695
0.990531829475428,-0.4399164931309761,-0.9666223112813244,-0.6540119291623985,-1.2367242199587354,0.3274383095561751,-0.9915883008000169,-1.183233637371519,1.4073212332043186,1.2425498264545811,-1.027910135973769,-0.9252621220729103,-1.1134954084787798,-1.1214051291685294,-0.8282068960390322,0.8297975015331797,1.334862610958597,-0.36266035595518026,-1.6418832832921746,1.6638285090871447
0.990531829475428,-0.4399164931309761,-0.9666223112813244,-0.6540119291623985,0.51425142000257,-3.0540103916229175,0.0627227503072475,-1.183233637371519,1.4073212332043186,-1.0299192537115094,1.2451106136850236,1.3962986637338253,-1.1134954084787798,-1.1214051291685294,0.3712710329765762,-1.2051132934870796,-1.4740520496274199,-0.7465354629935548,-0.9837096539084006,-0.6010234796064695
-1.0095586736769342,-0.4399164931309761,-0.9666223112813244,-0.6540119291623985,-1.2367242199587354,0.3274383095561751,-0.9915883008000169,0.17225017980603602,-0.9188377542300903,-1.0299192537115094,-1.027910135973769,-0.9252621220729103,-1.1134954084787798,-1.1214051291685294,-0.8282068960390322,0.8297975015331797,0.3985577240965913,0.19736523310080326,-1.2352241140510334,1.6638285090871447
-1.0095586736769342,-0.4399164931309761,-0.9666223112813244,-0.6540119291623985,-0.9924020376385533,0.3274383095561751,1.117033801414512,0.17225017980603602,-0.9188377542300903,-1.0299192537115094,1.2451106136850236,-0.9252621220729103,1.146547289479735,1.1384107005121438,-0.8282068960390322,0.8297975015331797,0.3985577240965913,1.1595456961969886,1.5070777576935883,1.6638285090871447
0.990531829475428,-0.4399164931309761,-0.9666223112813244,1.5290240978948395,-0.42231694555812826,0.3274383095561751,1.117033801414512,0.17225017980603602,-0.9188377542300903,1.2425498264545811,-1.027910135973769,-0.9252621220729103,1.146547289479735,-1.1214051291685294,-0.8282068960390322,0.8297975015331797,-0.5377471627654143,0.8089065291619364,-0.9042840349159902,-0.6010234796064695
-1.0095586736769342,-0.4399164931309761,-0.9666223112813244,-0.6540119291623985,-0.9109613101984925,-3.0540103916229175,0.0627227503072475,-1.183233637371519,1.4073212332043186,-1.0299192537115094,-1.027910135973769,-0.9252621220729103,-1.1134954084787798,-1.1214051291685294,-0.8282068960390322,-1.2051132934870796,1.334862610958597,-1.1636465100352518,-0.3435391648295731,-0.6010234796064695
-1.0095586736769342,-0.4399164931309761,1.0345302279174904,-0.6540119291623985,-0.1779947632379461,0.3274383095561751,1.117033801414512,0.17225017980603602,-0.9188377542300903,-1.0299192537115094,1.2451106136850236,1.3962986637338253,1.146547289479735,1.1384107005121438,-0.8282068960390322,0.8297975015331797,0.3985577240965913,1.330710787214099,-0.3239475121447785,1.6638285090871447
0.990531829475428,-0.4399164931309761,-0.9666223112813244,1.5290240978948395,1.2064976032430859,0.3274383095561751,-0.9915883008000169,-1.183233637371519,1.4073212332043186,1.2425498264545811,-1.027910135973769,-0.9252621220729103,-1.1134954084787798,-1.1214051291685294,0.3712710329765762,-1.2051132934870796,-1.4740520496274199,-0.28621769394753865,-0.12485396053713653,-0.6010234796064695
